year,rank,last year rank,institution,guardian score / 100,Satisfiend with course,Satisfied with teaching,Satisfiend with feedback,Student to Staff Ratio,Spend per student /10,Average Entry tariff,Value Added score /10,Career After 6 months,Continuation
2019,88,99,Salford,58.2,83,84,76,15,3.4,128,4.8,70,
2019,90,102,Hertfordshire,58,82,84,70,17.9,4.1,119,4.4,79,
2019,91,88,Worcester,57.6,84,86,74,16.7,3.5,119,5.1,67,
2019,92,90,Winchester,57.4,86,87,72,16.3,2.6,112,6.2,63,
2019,93,96,Ulster,57.2,85,84,74,17.1,3.1,127,5.5,68,
2019,94,77,Chester,57.1,85,87,75,15.3,4.4,114,4.2,70,
2019,95,32,City,56.7,83,83,70,17.9,7.1,142,4.7,68,
2019,96,89,Glasgow Caledonian,56.1,81,82,66,19.2,3.5,163,5,70,
2019,97,121,Glyndwr,56,81,85,75,19.2,1.8,104,4.4,64,
2019,97,101,Birmingham City,56,83,85,74,18.1,6.1,128,4.6,71,
2019,99,87,Cardiff Met,55.8,82,82,69,16.5,4.9,125,5.6,63,
2019,100,95,Greenwich,54.7,80,81,71,17.9,3.8,131,6.4,66,
2019,101,110,Newman,54.6,83,86,70,16,3.8,118,3.7,63,
2019,102,115,Suffolk,54.3,78,81,72,17.6,6,118,3.7,66,
2019,103,72,Anglia Ruskin,53.8,83,87,77,18.2,6.7,105,5.2,68,
2019,103,97,Bath Spa,53.8,82,86,75,19.9,4.8,122,5.6,64,
2019,105,83,Edinburgh Napier,53.6,81,85,70,18.8,4.3,146,5.8,66,
2019,106,84,Hull,53.5,84,85,70,18.3,4,123,4,76,
2019,107,91,Brighton,53.4,80,84,69,18.2,3.4,117,5.2,68,
2019,108,109,Canterbury Christ Church,53,82,85,73,15.2,4.5,108,5.3,64,
2019,109,116,South Wales,52.8,79,82,73,14.4,3.8,129,3.9,61,
2019,109,93,Roehampton,52.8,82,83,67,14.7,6.5,109,3.8,69,
2019,111,105,Northampton,52.3,83,83,73,18.7,5,107,6.1,63,
2019,112,70,Middlesex,52.1,80,80,72,16.6,6.8,118,4.4,58,
2019,113,98,Bedfordshire,49.4,82,83,72,17.6,5.9,95,5.7,69,
2019,114,104,West of Scotland,48.4,84,87,74,22.1,4,138,5,72,
2019,115,113,Birkbeck,47.7,84,87,68,15.8,3.9,92,2.7,72,
2019,116,,Wolverhampton,46.5,82,83,71,20,4.6,108,4.7,66,
2019,117,117,London Met,44,78,81,71,21.6,2.7,98,3.6,66,
2019,118,118,Cumbria,43.9,77,81,71,16.7,3.1,118,3.2,69,
2019,119,119,York St John,43.6,82,85,73,17.4,3.3,114,3.4,56,
2019,120,114,Leeds Beckett,43.5,82,84,71,19.4,3.7,114,4,62,
2019,121,120,Bucks New Uni,32.6,72,78,67,16,6.6,111,3.4,61,
2018,1,1,Cambridge,100,87.8,90.6,71.2,11,9.9,229.8,5.6,88.6,
2018,2,2,Oxford,98.1,88.4,91.6,69,10.3,9.9,219.9,6.7,83.7,
2018,3,3,St Andrews,94.5,94.9,95.5,83.7,11.6,5.9,204,7.1,83.2,
2018,4,6,Durham,84.2,89.7,88.8,74.9,14.5,5.3,201,6.7,83.2,
2018,5,10,Bath,81.9,88.7,87.9,70.6,15.7,6.4,182.1,6.9,85.1,
2018,6,7,Imperial College,81,84.1,85.2,65.1,11.3,8.5,221.5,5.9,89.3,
2018,6,4,Loughborough,81,89.2,89.2,73.8,14.2,6.9,157.4,5.8,84.4,
2018,8,9,Warwick,80.9,88.7,89.1,73.6,12.9,8.2,185.3,5.9,80,
2018,9,8,Lancaster,80.8,89.7,89.1,73.4,13,8.1,158.2,4.7,82.8,
2018,10,4,Surrey,78,90,90.5,77.4,15.4,6.1,166.9,6.5,82.4,
2018,10,14,UCL,78,84.2,86,66.2,10.4,8.4,193,6.7,86.1,
2018,12,15,Coventry,76.7,90.6,92.8,82.3,14.6,5.6,128.3,6.7,80,
2018,13,11,Exeter,76.2,89.8,89.8,72.9,16.4,5.1,177.6,6.2,79.9,
2018,14,16,Leeds,75.8,90.1,90.9,73.6,13.2,6.4,167.8,6.7,80.7,
2018,15,12,London School of Economics,74.5,75.4,81.1,60.9,11.4,8.1,198,5.6,83.9,
2018,15,13,Birmingham,74.5,88.2,90.5,72.6,14.1,7.3,165.6,6.7,85,
2018,17,19,York,74.3,89.1,91.1,74.3,14.5,6.3,161,4.8,77.3,
2018,18,24,UEA,74.2,91.4,90.9,72.9,13.2,4.6,154,7.4,74.8,
2018,19,25,Nottingham,72.9,89.3,89.7,72.6,13.8,6.9,161.8,6.6,82.5,
2018,20,20,Sussex,72.5,88.3,87.8,69.8,16.3,7.2,141.2,5.2,86.7,
2018,21,39,University for the Creative Arts,72.2,85,87.5,76.8,12.6,9.2,126,5.6,53.4,
2018,22,23,Kent,71.7,89.3,88.4,73.2,13.3,5,137.6,6.2,81,
2018,23,26,Glasgow,70.9,88,90.6,68.4,14.6,6.1,199.9,5.9,81.9,
2018,24,28,Dundee,70.7,88.5,91.2,75.9,13.2,5.8,163.9,6.6,81.1,
2018,25,30,SOAS,70.6,88.3,90.6,72.4,11.6,6.4,152.8,6.1,70.7,
2018,26,27,Heriot-Watt,70.1,88.7,86.1,70.5,16.6,7.6,166.9,5.6,79.5,
2018,27,38,Bristol,69.3,86.9,90.8,67.7,13.4,6.4,186.2,6.2,78.7,
2018,28,31,Manchester,68.8,83.9,86.1,68.8,13.3,7.7,167.4,4.9,81.5,
2018,29,32,Reading,68,88.6,89,73.4,14.4,6.6,138.6,6.5,74.1,
2018,30,37,Newcastle,67.1,90.3,91,74.1,14.6,5.4,161.7,5.2,82.1,
2018,30,22,Edinburgh,67.1,79.6,83.6,59.5,12.5,8.6,193.4,6.3,73,
2018,32,21,Falmouth,67,83.5,86.9,77.6,17.7,3.8,122,5.6,80.2,
2018,32,18,City,67,84.6,86.2,73.4,18,7.4,138.3,5.8,82.6,
2018,34,53,Nottingham Trent,66.9,89.7,89.7,82,15.8,4.7,135.4,5.1,73,
2018,35,16,Southampton,66.1,87.1,88.1,69.2,13.2,5.8,151.3,5.9,78.6,
2018,36,34,Keele,66,93.2,91.8,79.5,13.9,4.7,132,3.7,80.1,
2018,37,43,Portsmouth,65.9,89.4,88.9,73.6,15.4,5.9,123.4,6.5,72.1,
2018,38,48,"Queen's, Belfast",64.9,89.9,90.6,75.6,15.6,4.8,153,5.8,80.2,
2018,39,42,King's College London,64,83.8,89,66.6,12,6.2,172.3,6.1,86.6,
2018,40,41,Sheffield,63.3,89.8,89.8,71.3,14.6,5.2,160.3,5.6,81.3,
2018,40,45,Royal Holloway,63.3,88.1,89,74.8,14.8,5.5,146.6,4.5,68.3,
2018,42,33,Cardiff,63.2,87.2,87.2,69.2,12.9,7.7,149.4,5.4,71.9,
2018,43,47,Leicester,62.8,87.5,86.7,72.1,13,7.2,143.8,4.1,74.9,
2018,44,34,Queen Mary,62.6,82.7,84.7,66.1,12.5,7.2,151.9,4.9,78.4,
2018,45,39,Swansea,62.5,89.4,87,73.6,15.2,5.3,119.1,6.4,80.1,
2018,46,36,Aberdeen,62.3,86.7,88.2,68.3,14.9,4.5,168.6,6.3,78.3,
2018,47,56,Lincoln,61.9,90.6,89.9,78,15.6,4.4,129.4,4.3,71.9,
2018,48,62,Essex,61.1,89.1,87.6,76.6,16,3.9,129,5.2,73.5,
2018,48,50,Northumbria,61.1,86.9,87.8,75.5,17.1,3.4,143.7,6.8,71.3,
2018,50,57,Oxford Brookes,60.8,87,88.5,74.7,16.6,4.9,127.3,6.3,70.6,
2018,51,29,Aston,60.7,88.3,87.7,74.6,20.9,6.5,136.4,5.4,81.1,
2018,52,68,UWE Bristol,60.6,87.5,89.7,76.9,18.1,4.2,122.5,6.5,76.4,
2018,52,51,Strathclyde,60.6,89.2,89.7,67,19.7,5.2,202.4,4.9,78.6,
2018,54,58,Stirling,60.2,89.4,88.5,73.7,15.8,3.9,157.3,6.2,78.2,
2018,54,48,Derby,60.2,85.2,88.9,76.1,14.8,6.2,110.3,5.3,63.7,
2018,56,79,Liverpool Hope,59.4,88.8,91.7,85.1,15.5,2.8,112.6,2.8,78.1,
2018,56,64,Edge Hill,59.4,86.1,88.4,79.5,14.2,4,127.4,4.7,71.9,
2018,58,96,West London,59.3,76.7,82.6,72.9,15.6,5.8,118.8,6.4,68.9,
2018,59,53,University of the Arts London,59,66.2,75.3,70.7,15.9,9.8,120.5,5.5,61,
2018,60,77,Huddersfield,58.2,87.6,87.9,78.9,18.9,3.6,130.5,5.7,72.9,
2018,61,79,Bournemouth,57.9,82.1,87.1,70.2,16.5,5.6,122.4,6.9,71.3,
2018,62,44,Robert Gordon,57.7,87.4,85.7,69.5,18.1,3.8,163.8,4.5,77.6,
2018,63,55,Bangor,57.6,89.3,90.4,77.5,16.2,3.9,126.6,3.9,66,
2018,64,46,Goldsmiths,57,83.6,88.9,68.9,14.1,3.8,130.5,6.3,59,
2018,64,72,Gloucestershire,57,87.4,88.4,75.9,19.1,5.2,114.5,6.9,64,
2018,66,85,Abertay Dundee,56.8,88.8,89.3,76.5,19.9,2.3,158.5,6.7,68.5,
2018,67,69,Staffordshire,56.7,85.7,88,78.6,15.2,5.9,114.1,4.5,57.1,
2018,67,87,Central Lancashire,56.7,83.4,84,73.9,16.3,5.2,135.7,5.3,64.8,
2018,67,59,Liverpool,56.7,89.5,89.3,74.2,13.5,6.4,150.4,5.6,77,
2018,70,74,Middlesex,55.9,81.5,81.7,74.9,16.6,6.6,117.2,5.1,71.4,
2018,71,79,Sunderland,55.5,80.6,85,73.8,15.4,6.9,112,4.8,66.6,
2018,72,75,Chichester,55.2,88.2,89,72.9,15.6,3.1,120.6,6.1,59.3,
2018,72,77,Brunel,55.2,83.5,84.4,74.3,15.8,4.4,131.3,5.4,70.8,
2018,72,66,Anglia Ruskin,55.2,84.8,87.8,77.7,17.8,7.8,101.6,6.1,56.6,
2018,75,52,Bradford,54.9,82.1,82.4,70.2,16,4.5,127.2,6,78.5,
2018,76,60,Manchester Met,54.8,84.6,85.3,75.1,15.6,3.7,132.6,4.2,66.3,
2018,77,65,Chester,54.7,84.5,87.1,73.1,13.5,5,115.5,4.2,64.5,
2018,78,76,Plymouth,54.5,84.9,87.2,73.4,16.1,5.2,123.7,5.9,69.6,
2018,79,102,Teesside,54.2,83.8,87.4,76.4,16.6,5.4,118.8,4.9,66.9,
2018,80,84,Liverpool John Moores,54.1,83.7,85.6,75.5,17.5,4,136.3,6,67.4,
2018,81,108,Aberystwyth,53.8,92.6,90.8,79.3,16.4,4.6,107.3,3.8,67.7,
2018,81,88,Kingston,53.8,79.8,80,71,18.8,6.2,118.3,5.2,64.4,
2018,83,70,Edinburgh Napier,53.1,82.3,86,71.1,20.3,4,147.6,6.6,72.6,
2018,84,71,Hull,52.9,86.1,85.3,71.2,16.5,4.7,125.8,4.5,73,
2018,85,86,Sheffield Hallam,52.7,84,85.8,72.1,16.6,5,119.7,6.5,68.5,
2018,86,93,Bolton,52.2,81.8,83.1,76.6,15.1,3.4,109.3,4.6,59.2,
2018,87,91,Cardiff Met,52,77.8,82.4,66.1,17.2,5,115.8,5.1,71.3,
2018,88,95,Worcester,51.7,84.7,88.2,75.8,16.4,3.9,118,5.2,68.2,
2018,89,99,Glasgow Caledonian,51.4,84.9,83.6,67.3,19.4,3.7,165.9,5.5,71.1,
2018,90,63,Winchester,51.2,85.6,87.2,74.1,15.9,2.6,,6.3,61.3,
2018,91,91,Brighton,51,79.9,83.7,69.5,17.4,3.7,118.1,5.5,70.7,
2018,92,107,London South Bank,50.6,81.6,83.9,71.6,17,4.3,105.9,5.7,75.9,
2018,93,90,Roehampton,50.5,84,86.2,71.7,14.3,5.8,107.5,4.7,64.2,
2018,94,61,De Montfort,50.4,84.7,84.9,75.2,19.1,3.8,109.7,4.8,75.7,
2018,95,98,Greenwich,49.7,81.8,83.1,71.6,17.8,3.6,131,5.8,65.3,
2018,96,79,Ulster,49.6,88.2,87.1,76.1,18.8,3.4,126.4,5.6,65.4,
2018,97,66,Bath Spa,49.2,84.1,87.4,77.2,18.7,4.4,117.5,5.4,61.1,
2018,98,113,Bedfordshire,48.9,84.4,84,75.9,16.9,5.8,92.5,6.6,61.9,
2018,99,83,Salford,48.6,82.4,84.8,76.5,16.6,3.9,126.5,5.7,60.9,
2018,100,101,Queen Margaret,48.1,88.7,88.9,71.5,18.1,2.9,136.5,6.3,57.6,
2018,101,105,Birmingham City,48,81.6,84.3,74.8,18.7,5,119.7,5.4,69.2,
2018,102,94,Hertfordshire,47.8,82.9,85.9,70.1,17.6,4.1,118.3,4.2,77.7,
2018,103,100,Southampton Solent,47.4,80.5,83.1,70.3,15.5,4,100.8,5.6,56.7,
2018,104,103,West of Scotland,47,85.9,87.1,75.4,20.2,3.5,142.9,5.9,70.2,
2018,105,73,Northampton,46.5,84.7,84.8,74.7,18.5,4.5,106.2,6.5,56.9,
2018,105,106,"St Mary's, Twickenham",46.5,85.2,87,67.9,17.9,3.2,122.1,3.7,69,
2018,107,115,East London,46.4,80.9,85.7,75,16.8,4.4,114.3,5.5,51.9,
2018,108,112,Westminster,46.2,81.4,80.9,68.6,17.9,4.3,117.7,6.7,57,
2018,109,109,Canterbury Christ Church,45.9,83.2,84.7,73.9,16.3,4,112,5.9,61,
2018,110,110,Newman,44.5,86.6,89.5,75.7,16.1,3.6,116.6,4.4,68.4,
2018,111,88,Leeds Trinity,44.4,80.5,84,73.7,21.4,3.4,108,7.1,70.2,
2018,112,,Trinity Saint David,43.7,80.4,85.5,77.3,15.4,4,103.8,5,45.7,
2018,113,,Birkbeck,42.4,87.7,88.2,73,16,3.2,104.1,2.9,72.7,
2018,114,114,Leeds Beckett,41.1,85.1,87.3,71.8,19.9,3.7,113.3,4.3,65.7,
2018,115,97,Suffolk,39.2,79.1,82.7,73.5,19.2,,112.9,2.5,61.4,
2018,116,111,South Wales,38.4,80.5,83.1,72.4,17.1,3.4,112.7,4.1,55.6,
2018,117,118,London Met,37.2,79.8,82.1,72.4,18.1,2.5,103.9,3.4,59.1,
2018,118,117,Cumbria,37.1,79.9,85.7,74.9,17.8,2.5,117.3,3.2,66.5,
2018,119,104,York St John,36.6,81.4,82.9,72.4,17.4,3.9,119.2,2.7,61.9,
2018,120,116,Bucks New University,32,76.8,80.8,72.8,17.5,6.7,108.4,3.5,60.7,
2018,121,119,Glyndwr,30.4,78.3,85.4,74.6,20.9,2.6,96.5,3.6,59.8,
2017,1,1,Cambridge,100,88,91.3,73.6,11,9.7,600.1,5.7,89.6,
2017,2,2,Oxford,95.4,91.6,92.9,71.5,10.5,10,576.9,6.8,87.6,
2017,3,3,St Andrews,90.8,89.6,91.1,74.5,11.6,6.9,524.1,7,83.2,
2017,4,4,Surrey,85,92.3,92.6,79.2,13.9,6.2,424.2,6.4,78.7,
2017,4,11,Loughborough,85,89.4,89.1,76.2,14.6,6.8,411.3,6.4,83.2,
2017,6,6,Durham,84.9,89.5,90,71.7,14.7,5.5,527.5,7.1,83.4,
2017,7,8,Imperial College,84.4,85.2,87.4,66.7,11.1,8.4,566.9,6.1,90.1,
2017,8,10,Lancaster,82.6,89.4,89.8,72.1,13.4,7.7,421.4,4.5,83.2,
2017,9,6,Warwick,82,86.4,87.7,72.6,12.5,8.6,489.7,5.8,78.5,
2017,10,5,Bath,79.9,90.2,90.2,74.2,15.5,6,481.1,5.9,84.9,
2017,11,9,Exeter,78.2,89.1,89.5,74.1,15.7,6,471.1,6.3,79.9,
2017,12,13,London School of Economics,78.1,80.3,81.2,67.2,11.6,7.9,540.7,5.5,79,
2017,13,17,Birmingham,76.6,87.3,90.4,70,14,7.3,429,6.7,86.5,
2017,14,12,UCL,76.3,81.8,85.2,63,10.2,8.3,506.2,6.6,82.3,
2017,15,15,Coventry,75.3,90.3,91.6,82.2,14.6,4.7,316.9,6.9,74.5,
2017,16,23,Leeds,74.9,90.8,91.8,75.5,13.5,5.7,436.5,6.7,78.3,
2017,16,14,Southampton,74.9,89.4,89.8,69.9,12,6.7,417,6.5,78,
2017,18,37,City,73.8,88.2,88.9,76.6,16.6,7.8,374.4,5.6,78.5,
2017,19,22,York,73.7,87,90.9,70.4,14.5,7.1,431,4.8,76.2,
2017,20,19,Sussex,73.6,86.4,87.7,67.9,15.3,7.6,375.9,5.3,83.7,
2017,21,31,Falmouth,72.8,85.6,89.5,78.8,18.9,5.9,318,6.7,74.2,
2017,22,20,Edinburgh,72.7,83.8,86.5,61.2,12,9,487.4,6,78.4,
2017,23,16,Kent,72.5,87.5,87.3,72.1,12.7,5.1,360.9,6,77.2,
2017,24,20,UEA,71.5,92,91.8,70.1,13.2,3.9,422.7,6.7,71,
2017,25,28,Nottingham,71,87.5,89,70.7,13.2,6.8,425,6,81.5,
2017,26,24,Glasgow,70.8,89.3,91.6,67.3,14.5,6.4,478.4,5.1,78.5,
2017,27,18,Heriot-Watt,70.4,89.4,87.7,69.9,15.6,7.3,406.8,6.1,78.2,
2017,28,38,Dundee,69.9,90.2,91.7,72.5,12.6,5.6,412.2,5.8,79.7,
2017,29,33,Aston,69.4,87.9,87,76.1,19,6.7,365,7.5,77.5,
2017,30,26,SOAS,69.3,88.8,89.5,67.1,11.1,6.9,410.6,6.1,68.6,
2017,31,29,Manchester,69.2,86.3,87.8,70.1,13.4,8,439.3,4.5,78.3,
2017,32,25,Reading,69.1,88.6,88.6,70.6,14.7,8.1,371.7,6.3,70,
2017,33,27,Cardiff,66.9,89.2,88.6,69.8,13.7,7.5,405.5,4.8,79.8,
2017,34,42,Keele,66.8,93.4,90.1,77.9,13.2,4.6,351.8,3.9,76.5,
2017,34,38,Queen Mary,66.8,86.8,87.8,71.7,12.2,6.9,417.2,4.6,73.1,
2017,36,41,Aberdeen,66.1,84.8,86.6,65.1,13.5,5.8,442.8,6,76.8,
2017,37,29,Newcastle,65.8,89,88.6,72.1,15.5,5.1,431.7,5.3,79,
2017,38,35,Bristol,65.1,84.6,88.4,63.7,13.8,5.7,479.1,6.2,79.5,
2017,39,,University for the Creative Arts,64.9,83.5,88,81.2,12.1,8.7,321.5,3.4,51.1,
2017,39,52,Swansea,64.9,91.5,90.7,74,14.7,4.9,325.9,6.1,81.9,
2017,41,42,Sheffield,64.8,90.4,90.4,71.9,14.6,5.6,420.1,5.7,75.7,
2017,42,36,King's College London,64.4,80.3,87.8,63.7,11.7,5.9,463.6,6.2,84.3,
2017,43,49,Portsmouth,64.3,89,89.2,76.6,15.4,5.4,322.4,6.4,66.9,
2017,44,46,Robert Gordon,63.8,90.2,89.7,75.9,18.4,3.8,391.7,4.9,83.5,
2017,45,40,Royal Holloway,63.4,88,88.7,75,15.3,5.1,400.4,4.7,61.5,
2017,46,50,Goldsmiths,63,82.9,89.6,68.6,13.8,4.4,358.6,7.2,56.2,
2017,47,32,Leicester,62.3,86.3,86.7,68,12.9,7.4,390,5,71.9,
2017,48,73,Derby,62.2,86.2,88.8,77.2,14.8,6,305.3,5.4,60.2,
2017,48,45,"Queen's, Belfast",62.2,89.7,91.3,74.3,15.1,4.6,388.3,6.2,78.7,
2017,50,68,Northumbria,61.7,87.6,87.6,75.4,17.1,3.9,363.9,6.2,66.3,
2017,51,33,Strathclyde,61.5,84.5,87.1,62,19.4,6.7,475.9,4.8,72.2,
2017,52,72,Bradford,61.2,85.3,83.1,73.5,16,5.3,321.4,6.6,75.1,
2017,53,51,Nottingham Trent,61.1,88.9,89,79.3,16.7,4.2,306.3,5.7,67.7,
2017,53,44,University of the Arts London,61.1,76.7,80.4,74.2,17,9.9,323.1,5.7,58.5,
2017,55,57,Bangor,60.5,90.4,90.6,78.1,16.9,4.3,343.8,4,67.9,
2017,56,54,Lincoln,60.4,83.9,86.2,72.2,15.7,4.1,339.5,4.3,70.3,
2017,57,48,Oxford Brookes,60.3,88.6,90.1,78.3,18.3,3.9,338,6.4,68.9,
2017,58,65,Stirling,60.2,86.4,88,68.6,14.9,3.8,376.9,6.2,73.3,
2017,59,59,Liverpool,60.1,86.7,87.8,71.9,11.8,6.8,395.2,5.7,76.5,
2017,60,77,Manchester Met,59.5,84.2,85.6,75.9,15.6,3.5,347.9,5.1,62.8,
2017,61,65,De Montfort,58.5,84,87,75.7,18.6,4.1,292.8,5.9,77.3,
2017,62,47,Essex,57.7,87.6,88.2,77.2,16.5,3.6,299.9,6.2,64.5,
2017,63,75,Winchester,57.3,90.6,91.4,77.6,16.7,2.7,295.3,6.2,61.6,
2017,64,69,Edge Hill,57.2,86.3,89.7,78.8,14.8,4.1,327.9,5.4,64.1,
2017,65,69,Chester,57,86.7,87.5,74.7,14,5.4,304.3,4,64.2,
2017,66,61,Bath Spa,56.7,89.1,90.5,81.7,18.5,5.1,321.7,5.3,54.9,
2017,66,88,Anglia Ruskin,56.7,86,89.1,77.1,17.3,8.1,256.4,4.9,65,
2017,68,79,UWE Bristol,56.5,85.5,87.4,71.6,18.5,3.7,323.9,6.6,70.9,
2017,69,83,Staffordshire,55.3,81.8,84.8,75.3,15.7,5.8,265.6,5.6,58.1,
2017,70,64,Edinburgh Napier,55.1,83.5,86.7,72,20.1,3.7,349.8,7.7,69.5,
2017,71,54,Hull,55,86.4,87.1,72.1,16.2,4.8,344.6,5.1,66.9,
2017,72,54,Gloucestershire,54.9,83.6,87.2,72.8,18.3,5.7,326.1,6.6,55.8,
2017,73,61,Northampton,54.7,85.7,87.4,77.1,18.6,5,280.7,6.3,62.3,
2017,74,81,Middlesex,54.5,81.8,82.8,73.6,16.3,7.1,300.8,4.6,64.3,
2017,75,71,Chichester,54.3,87,90.7,76.2,16,3.1,304.9,5.5,58,
2017,76,87,Plymouth,54.2,87.7,89.9,77,16.4,5.2,314.3,6,59.8,
2017,77,53,Brunel,54.1,84.5,83.7,71.9,15.7,4.4,349.6,5.3,63,
2017,77,59,Huddersfield,54.1,88.8,88,77.5,20.6,3.5,332.3,5.1,73.9,
2017,79,63,Bournemouth,53.9,76.4,82.6,66,17.3,5.7,321.8,7.1,66.3,
2017,79,82,Ulster,53.9,90.9,89.6,77.9,17.1,4.3,307.7,5.2,63.9,
2017,79,109,Sunderland,53.9,83.1,85.4,75.9,16.3,6.9,290.5,4.6,62.6,
2017,79,104,Liverpool Hope,53.9,87.6,89.8,80.3,16.2,2.6,305.2,3.7,54.1,
2017,83,90,Salford,53.6,82.6,85.2,74.5,16.7,4,334.5,5.5,59.2,
2017,84,58,Liverpool John Moores,53.5,85.5,86.4,76,18.1,3.5,345.4,6,63.5,
2017,85,93,Abertay Dundee,53.4,87.4,88.2,72.4,19.3,2.6,346.8,6.7,65.7,
2017,86,74,Sheffield Hallam,53.1,85,87.1,73.3,16.5,5.3,305.9,6.1,61.8,
2017,87,85,Central Lancashire,52.6,85,86.5,74.2,16.8,5.8,322.9,4.7,62.9,
2017,88,84,Leeds Trinity,52.4,83.7,87.8,78.7,21.6,2.9,286.5,7,65.7,
2017,88,97,Kingston,52.4,82,82.2,69.8,19.3,5,290.7,4.9,60.7,
2017,90,78,Roehampton,52.3,83.5,85.2,72.3,14.9,5.9,275.8,5.7,60.8,
2017,91,67,Brighton,51.3,84.2,85.3,69.2,17.4,3.7,304.7,5.1,66.9,
2017,91,95,Cardiff Met,51.3,78.9,82.4,71.2,17.9,4.5,318.1,5.8,60.7,
2017,93,105,Bolton,51.1,82.1,85.7,75.3,15.9,4.3,290.2,4.4,60.2,
2017,94,79,Hertfordshire,51,85.5,86.8,70.4,17.5,4.2,300.7,4.9,75,
2017,95,108,Worcester,50.6,87.3,87.9,71.9,17.3,2.9,302.9,6.4,63.7,
2017,96,94,West London,50.3,72.9,79,68.1,15.6,5.6,300,5.4,60.6,
2017,97,99,University Campus Suffolk,48.7,84.1,86,78.9,20,,308.2,2.3,55.4,
2017,98,92,Greenwich,48.6,80.7,83.6,71.5,18.6,3.7,337.6,5.3,58,
2017,99,89,Glasgow Caledonian,48.4,83.6,84,65.6,21.1,3.9,386.8,5.6,70.1,
2017,100,114,Southampton Solent,48.2,81.7,82.7,70.3,16.9,4.3,278.8,5.7,54.6,
2017,101,76,Queen Margaret,47.4,84.1,87.4,66.5,18.3,2.6,351.9,6.5,60.2,
2017,102,91,Teesside,47.3,85,88,75.7,17.4,5.8,305.5,3.7,60,
2017,103,115,West of Scotland,47.2,86.7,87,73.5,19.8,3.2,326.9,5.9,65.7,
2017,104,107,York St John,46.8,86.7,88.8,75.2,18.5,4.2,301.7,4.2,65.5,
2017,105,86,Birmingham City,45.2,80.6,82.6,72,19.1,4.8,316.4,5.5,64.9,
2017,106,100,"St Mary's, Twickenham",45.1,92.1,92.8,72.6,20.2,4.6,293.3,3.3,66.5,
2017,107,111,London South Bank,44.5,80.8,82.8,71.2,17.2,4.3,257.1,5.2,68,
2017,108,110,Aberystwyth,43.6,82.4,85.2,69.9,19.1,4.7,289.8,3.5,62.6,
2017,109,101,Canterbury Christ Church,43.5,84.9,86.4,72.7,16,3,276.2,5.4,58.1,
2017,110,112,Newman,43.3,92.7,90.8,77.2,16.9,3.4,299.4,3.3,55,
2017,111,113,South Wales,42.6,79.8,84.1,70.3,16.8,3.2,319,4.7,57.6,
2017,112,101,Westminster,40.9,81.3,80.8,68.5,19.8,4.1,318.3,6.2,55.1,
2017,113,98,Bedfordshire,40.5,81.6,84.2,76.1,17.4,5.9,239.8,3.4,58.5,
2017,114,116,Leeds Beckett,40.2,82.7,86,72.1,20.7,3.7,292.6,5,58,
2017,115,106,East London,37.7,75.9,78.5,67.9,20,4.9,278.5,5.8,45.5,
2017,116,119,Bucks New University,37,81.7,85.6,74.1,17.6,3.4,259.8,3.5,57.4,
2017,117,96,Cumbria,36.2,82,86.4,76.2,19.7,2.6,292.1,4.4,64.6,
2017,118,118,London Met,35.7,78.3,81.3,71.2,17.4,2.9,250.4,3.9,47.4,
2017,119,103,Glyndwr,30.5,76.1,82.5,71.9,22.1,3,249.7,3.9,67.1,
2016,1,1,Cambridge,100,90.6,92.4,72.7,11.3,9.9,602,5.5,89.3,
2016,2,2,Oxford,97.5,92,93.3,70.8,10.6,10,572.6,6.7,82.8,
